S. No.,news_title,news_details,date,source_name,Event,Political Bias,Social Bias,Keywords,Comments
182,"महाठग सुकेश चंद्रशेखर ने जैकलीन फर्नांडिस को हीरे की अंगूठी देकर किया था प्रपोज, सारा-जाह्नवी भी थीं निशाने पर","पिंकी ने सुकेश के संपर्क में रहने के लिए उसे मनाने के लिए जैकलीन फर्नांडीस के मेकअप आर्टिस्ट (शान मुथाथिल) की मदद ली. पिंकी ईरानी सुकेश की निजी खरीददार बन गईं और वीडियो कॉल (जेल से) की मदद से उसने जैकलीन फर्नांडीस के लिए क्रिश्चियन डायर, एलवी, हर्मेस आदि से गिफ्ट खरीदे.","बुधवार फ़रवरी 23, 2022 04:38 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
165,"महाराष्‍ट्र : पूर्व मंत्री अनिल देशमुख की जमानत याचिका खारिज, कोर्ट ने कहा-उनके खिलाफ पर्याप्‍त सबूत",सेशन जज आरएन रोकड़े ने यह फैसला देते हुए कहा कि पहली नजर में अनिल देशमुख के खिलाफ मनी लांड्रिंग केस के लिए पर्याप्त सबूत हैं. देशमुख फिलहाल मुंबई की आर्थर रोड जेल में न्यायिक हिरासत में हैं.,"सोमवार मार्च 14, 2022 03:32 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
167,"महाराष्ट्र : मंत्री नवाब मलिक अस्पताल में भर्ती, दाऊद से जुड़े मामले में हैं ED की हिरासत में","ईडी की हिरासत के दौरान नवाब मलिक ने केंद्रीय एजेंसी के कर्मियों से स्वास्थ्य संबंधी कुछ समस्याओं की शिकायत की, जिसके बाद उन्हें अस्पताल में भर्ती कराया गया.","शुक्रवार फ़रवरी 25, 2022 04:13 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
192,"महाराष्ट्र के पूर्व गृह मंत्री अनिल देशमुख को 14 दिनों की न्यायिक हिरासत, ED कस्टडी की मांग खारिज",महाराष्ट्र के पूर्व गृह मंत्री अनिल देशमुख पर मुंबई के पूर्व शीर्ष पुलिस अधिकारी परमबीर सिंह ने भ्रष्टाचार और जबरन वसूली का आरोप लगाया है. अनिल देशमुख ने इस साल की शुरुआत में मंत्री का पद छोड़ दिया था. प्रवर्तन निदेशालय द्वारा 12 घंटे से ज्यादा चली पूछताछ के बाद उन्हें मंगलवार को गिरफ्तार किया गया.,"शनिवार नवम्बर 6, 2021 05:48 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
190,"महाराष्ट्र के पूर्व गृह मंत्री अनिल देशमुख को मनी लॉन्ड्रिंग केस में राहत नहीं, 15 नवंबर तक ED हिरासत",महाराष्ट्र के पूर्व गृह मंत्री अनिल देशमुख को आज अदालत से राहत नहीं मिली. कोर्ट ने अनिल देशमुख को ईडी हिरासत 15 नवंबर तक बढ़ा दी है. अनिल देशमुख ने अदालत में जज को एक लिखित पत्र दिया था. उन्होंने कहा कि ईडी ने मुझे 10 दिन से रखा है. इस दौरान 200 से ज्यादा सवाल पूछे गए हैं. मेरे पास बताने को अब कुछ नहीं है जो ED को चाहिए. इसके लिए ED कस्टडी ना दी जाए.,"शुक्रवार नवम्बर 12, 2021 02:13 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
197,महाराष्ट्र के पूर्व गृह मंत्री अनिल देशमुख समन टालने के बाद पूछताछ के लिए ED पहुंचे,"देशमुख को इससे पहले कई बार तलब किया गया था, लेकिन वे पूछताछ के लिए नहीं पहुंचे थे.","सोमवार नवम्बर 1, 2021 12:56 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
188,महाराष्ट्र के पूर्व गृह मंत्री के खिलाफ ED केस में सरकारी गवाह बनना चाहता है सचिन वाजे,"एंटीलिया विस्फोटक मामले में वर्तमान में न्यायिक हिरासत में चल रहा वाजे धनशोधन मामले में भी एक आरोपी है, जिसमें देशमुख को गिरफ्तार किया गया है. ईडी के सहायक निदेशक तासीन सुल्तान को लिखे अपने पत्र में वाजे ने कहा, “मैं एक सक्षम मजिस्ट्रेट के समक्ष उपरोक्त संदर्भित मामले के संबंध में मुझे ज्ञात सभी तथ्यों का सत्य और स्वैच्छिक प्रकटीकरण करने को तैयार हूं.”","गुरुवार फ़रवरी 10, 2022 03:13 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
178,"महाराष्ट्र के पूर्व गृहमंत्री 14 दिन की न्यायिक हिरासत में, घर का खाना मांगने पर कोर्ट ने कहा- 'पहले जेल का खाना खाइए...'","अनिल देशमुख की तरफ से जेल में घर के भोजन का आवेदन दिया गया है. अदालत का कहना है पहले आप जेल का खाना खाइए, सही नहीं रहा, तब मैं विचार करूंगा. साथ में मेडिकल कंडीशन को देखते हुए बेड की मांग की गई थी, जिसकी अनुमति कोर्ट ने दे दी है.","सोमवार नवम्बर 15, 2021 03:07 PM IST",NDTV News,Money Laundering,Anti NCP/Neutral,Neutral,अदालत का कहना है पहले आप जेल का खाना खाइए,
179,"महाराष्ट्र के पूर्व गृहमंत्री अनिल देशमुख की ED की हिरासत आज हो रही है खत्म, अब CBI मांग सकती है कस्टडी","पिछली बार ED ने सचिन वझे के साथ आमने सामने पूछताछ के लिए हिरासत बढ़ाकर मांगी थी, लेकिन सचिन वझे अब भी मुम्बई क्राइम ब्रांच की कस्टडी में है इसलिए आमने-सामने पूछताछ नहीं हो पायी है.","सोमवार नवम्बर 15, 2021 12:52 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
95,महाराष्ट्र के मंत्री और शिवसेना नेता अनिल परब को ईडी ने बुधवार को तलब किया,महाराष्ट्र के परिवहन मंत्री और शिवसेना नेता अनिल परब (Anil Parab ) को प्रवर्तन निदेशालय (ED) ने कल तलब किया है. दापोली में परब के रिसॉर्ट से जुड़े मनी लॉन्ड्रिंग (Money laundering case) के मामले में उनको तलब किया गया है. ईडी ने पिछले माह रत्नागिरी जिले के दापोली समुद्र तट क्षेत्र में एक रिसॉर्ट के निर्माण में मानदंडों के कथित उल्लंघन से जुड़ी मनी लॉन्ड्रिंग की जांच के के लिए अनिल परब और अन्य के कई ठिकानों पर छापे मारे थे.,"मंगलवार जून 14, 2022 11:22 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
170,महाराष्ट्र के मंत्री नवाब मलिक के बेटे फराज से जुड़ी कंपनी ED के निशाने पर,"महाराष्ट्र सरकार में कैबिनेट मंत्री और एनसीपी के प्रवक्ता नवाब मलिक ने रविवार की रात में ट्वीट करके सोमवार को उनके घर सरकारी मेहमानों के आने की आशंका व्यक्त की थी. उन्होंने यह भी कहा था कि मेहमानों का स्वागत वे चाय-बिस्किट से करेंगे. लेकिन मेहमान तो उनके घर नहीं आए, खुद नवाब मलिक भी सुबह-सुबह हेलीकॉप्टर से बीड चले गए. नवाब मलिक ने बताया कि उनका पार्टी कार्यक्रम पहले से तय था. बहरहाल मेहमान भले उनके घर नहीं आए लेकिन उनके बेटे फराज से जुड़ी एक कंपनी टचवुड रियल स्टेट प्राइवेट लिमिटेड प्रवर्तन निदेशालय, यानी कि ईडी के राडार पर है. सोमवार को दिल्ली से आई टीम यूनियन बैंक ऑफ इंडिया से लोन लेकर उसे घुमाने के मामले में जांच कर रही है.","मंगलवार दिसम्बर 21, 2021 07:42 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
181,महाराष्ट्र के मंत्री नवाब मलिक को क्यों किया गया गिरफ्तार? यहां देखें- पूरी डिटेल,प्रवर्तन निदेशालय के सूत्रों ने कहा कि कुछ सबूतों से पता चला है कि नवाब मलिक और दाऊद इब्राहिम के सहयोगियों के बीच लेनदेन हुआ था.,"बुधवार फ़रवरी 23, 2022 06:48 PM IST",NDTV News,Money Laundering,Pro NCP/Neutral,Neutral,नवाब मलिक को क्यों किया गया गिरफ्तार?,
184,"महाराष्ट्र के मंत्री, NCP नेता नवाब मलिक गिरफ्तार",महाराष्‍ट्र सरकार के मंत्री और राष्‍ट्रवादी कांग्रेस पार्टी (NCP) नेता नवाब मलिक को मनी लांड्रिंग मामले में गिरफ्तार कर लिया गया है. मामले में आज हुई पूछताछ के बाद उनकी गिरफ्तारी की गई.,"बुधवार फ़रवरी 23, 2022 04:02 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
202,"मालदीव के पूर्व राष्ट्रपति को 5 साल की जेल, लगा 50 लाख डॉलर का जुर्माना",मालदीव के पूर्व राष्ट्रपति अब्दुल्ला यामीन को धनशोधन मामले में दोषी पाया गया और उन्हें पांच साल कारावास की सजा सुनाई गई. इसके साथ ही उनपर 50 लाख डॉलर का जुर्माना भी लगाया गया है.,"शुक्रवार नवम्बर 29, 2019 04:42 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
290,माल्या पीएमएलए मामला : और संपत्तियों की कुर्की करेगा प्रवर्तन निदेशालय,प्रवर्तन निदेशालय (ईडी) संकट में फंसे शराब कारोबारी विजय माल्या के खिलाफ तीसरा कुर्की आदेश जारी करने की तैयारी कर रहा है. इसके तहत करोड़ों रुपये की संपत्ति की कुर्की की जानी है.,"सोमवार सितम्बर 12, 2016 04:20 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
281,"मीसा भारती की मुश्किलें बढ़ीं, दिल्ली का फार्म हाउस जब्त करने की तैयारी में ईडी : सूत्र",लालू यादव की बेटी मीसा भारती के लिए मुश्किलें कम होने का नाम नहीं ले रही हैं. सूत्रों के हवाले से ख़बर है कि अब प्रवर्तन निदेशालय मीसा और उनके पति शैलेश के दिल्ली के बिजवासन स्थित फार्म हाउस को जब्त करने की तैयारी में है.,"सोमवार जुलाई 24, 2017 03:07 PM IST",NDTV News,Money Laundering,Pro Rashtriya Janata Dal/Neutral,Neutral,मुश्किलें कम होने का नाम नहीं ले रही हैं,
282,मुख्यमंत्री वीरभद्र सिंह को सुप्रीम कोर्ट ने दिया झटका,दिल्ली उच्च न्यायालय ने सोमवार को हिमाचल प्रदेश के मुख्यमंत्री वीरभद्र सिंह व अन्य की उस याचिका को खारिज कर दिया जिसमें उनके खिलाफ प्रवर्तन निदेशालय (ईडी) द्वारा दर्ज किए गए धनशोधन मामले को समाप्त करने की मांग की गई थी.,"सोमवार जुलाई 3, 2017 04:05 PM IST",NDTV News,Money Laundering,Anti Congress,Neutral,वीरभद्र सिंह को सुप्रीम कोर्ट ने दिया झटका,
175,"मुंबई : मनी लॉन्ड्रिंग मामले में ईडी की बड़ी कार्रवाई, शिवसेना सांसद के सहयोगी की संपत्ति कुर्क की",एजेंसी ने एक बयान में कहा कि जांच में पाया गया कि ''महिला उत्कर्ष प्रतिष्ठान'' को कंपनी में बदलने के लिए एक साजिश रची गई और धोखाधड़ी वाले तरीके अपनाए गए तथा ट्रस्ट के पैसों का गबन किया गया.,"शुक्रवार नवम्बर 26, 2021 01:02 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
78,मेरे पास हवाला का पैसा कहां है? : कांग्रेस की कर्नाटक इकाई के प्रमुख डी के शिवकुमार का दावा,धन शोधन मामले (Money Laundering Case) में अगले हफ्ते दिल्ली की एक अदालत में पेश होने वाले कांग्रेस की कर्नाटक इकाई के अध्यक्ष डी के शिवकुमार (DK Shivakumar) ने शुक्रवार को दावा किया कि उनके पास ‘हवाला का कोई पैसा’ नहीं है और अदालत मामले पर फैसला करेगी.,"शुक्रवार जून 24, 2022 06:47 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
88,मेरे पास हवाला का पैसा कहां है? : कांग्रेस की कर्नाटक इकाई के प्रमुख डी के शिवकुमार का दावा,धन शोधन मामले (Money Laundering Case) में अगले हफ्ते दिल्ली की एक अदालत में पेश होने वाले कांग्रेस की कर्नाटक इकाई के अध्यक्ष डी के शिवकुमार (DK Shivakumar) ने शुक्रवार को दावा किया कि उनके पास ‘हवाला का कोई पैसा’ नहीं है और अदालत मामले पर फैसला करेगी.,"शुक्रवार जून 24, 2022 06:47 PM IST",NDTV News,Money Laundering,,,,
128,मेरे पास हवाला का पैसा कहां है? : कांग्रेस की कर्नाटक इकाई के प्रमुख डी के शिवकुमार का दावा,धन शोधन मामले (Money Laundering Case) में अगले हफ्ते दिल्ली की एक अदालत में पेश होने वाले कांग्रेस की कर्नाटक इकाई के अध्यक्ष डी के शिवकुमार (DK Shivakumar) ने शुक्रवार को दावा किया कि उनके पास ‘हवाला का कोई पैसा’ नहीं है और अदालत मामले पर फैसला करेगी.,"शुक्रवार जून 24, 2022 06:47 PM IST",NDTV News,Money Laundering,,,,
148,"मैंने खुद देखा है, पूरा मामला फर्जी है', अपने मंत्री सत्येंद्र जैन की गिरफ्तारी पर बोले अरविंद केजरीवाल","सीएम अरविंद केजरीवाल ने कहा कि फर्जी केस टिकने वाला नहीं है. विपक्ष के उनको हटाने की मांग को लेकर केजरीवाल ने कहा कि वह तो कहेंगे ही, लेकिन अगर इस केस में एक परसेंट भी कुछ होता है तो मैं खुद ही एक्शन ले लेता, लेकिन यह बिल्कुल ही बेकार का केस है.","मंगलवार मई 31, 2022 01:13 PM IST",NDTV News,Money Laundering,Pro AAP,Neutral,सत्येंद्र जैन की गिरफ्तारी पर बोले अरविंद केजरीवाल,
66,"यंग इंडियन लिमिटेड का ऑफिस सील, भड़की कांग्रेस बोली, महंगाई पर प्रदर्शन से पीछे नहीं हटेंगे",National Herald Office : प्रवर्तन निदेशालय ने बुधवार को दिल्ली में कांग्रेस के स्वामित्व वाले नेशनल हेराल्ड कार्यालय में मौजूद यंग इंडियन के कार्यालय को अस्थायी रूप से सील कर दिया. आधिकारिक सूत्रों ने बताया कि यह कार्रवाई ईडी द्वारा धनशोधन मामले की जांच के सिलसिले में की गई है.,"बुधवार अगस्त 3, 2022 11:51 PM IST",NDTV News,Money Laundering,Anti Congress,Neutral,भड़की कांग्रेस,
24,"यंग इंडिया का दफ्तर सील, अब कांग्रेस मुख्यालय के बाहर पुलिस तैनात"," ईडी ने इस मामले में सोनिया गांधी से 21, 26 और 29 जुलाई को 11 घंटों में 100 से ज्यादा सवाल पूछे थे. इसके अलावा राहुल गांधी को भी ईडी दफ्तर में बुलाकर प्रवर्तन निदेशालय पूछताछ कर चुका है.","Aug 3,2022, 19:44 PM IST",ZEE News,Money Laundering,Neutral,Neutral,,
154,"यस बैंक के राणा कपूर, वाधवन ने की 5,000 करोड़ रुपये की धोखाधड़ी: जांच एजेंसी","ईडी ने कहा कि जांच से पता चला है कि यस बैंक ने अप्रैल 2018 से जून 2018 के बीच डीएचएफएल से 3,700 करोड़ रुपये के डिबेंचर खरीदे थे. इसलिए, राशि डीएचएफएल को हस्तांतरित कर दी गई थी.  इसके बाद, डीएचएफएल ने डीओआईटी अर्बन वेंचर्स प्राइवेट लिमिटेड (राणा कपूर और उनके परिवार के स्वामित्व वाली एक इकाई) को ₹ 600 करोड़ का ऋण दिया. ये बात भी सामने आई कि यस बैंक ने डीएचएफएल शॉर्ट-टर्म डिबेंचर की खरीद के लिए जनता के पैसे का इस्तेमाल किया था. ","शनिवार अप्रैल 23, 2022 03:06 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
200,येस बैंक मामला: मनी लॉन्ड्रिंग केस में ED ने अनिल अंबानी से की पूछताछ,"अधिकारियों ने कहा कि येस बैंक से लिये गये कर्ज में से जो खाते गैर-निष्पादित परिसंपत्ति (एनपीए) में तब्दील हो गये, उनमें अनिल अंबानी के समूह की कंपनियां बड़े कर्जधारकों में हैं.","गुरुवार मार्च 19, 2020 11:01 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
297,राजस्थान : रॉबर्ट वाड्रा से जुड़ी एक कंपनी के खिलाफ मनी लॉन्डरिंग का मामला दर्ज,प्रवर्तन निदेशालय (ईडी) ने राजस्थान के बीकानेर में जमीन पर कब्जे को लेकर एक कंपनी के खिलाफ मनी लॉन्डरिंग का मामला दर्ज किया है। यह कंपनी कथित तौर पर राबर्ट वड्रा से जुड़ी है।," शुक्रवार सितम्बर 18, 2015 08:07 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
94,"राहुल गांधी ने ED से मांगा एक दिन का ब्रेक, शुक्रवार को फिर बुलाया गया, तीन दिनों में हुई 30 घंटों की पूछताछ; 10 बातें",Money laundering case: नेशनल हेराल्ड अखबार से संबंधित कथित मनी लॉन्ड्रिंग मामले में गुरुवार को कांग्रेस नेता राहुल गांधी से पूछताछ नहीं की जाएगी. सूत्रों की मानें तो तीन दिनों में तीस घंटे की पूछताछ के बाद राहुल ने ईडी से ब्रेक मांगी थी. ऐसे में उनकी मांग मानते हुए ईडी ने उन्हें एक दिन की राहत दी है. लेकिन शुक्रवार उन्हें फिर से बुलाया गया था. बता दें कि बुधवार को लगातार तीसरे दिन प्रवर्तन निदेशालय ने राहुल गांधी से पूछताछ की थी. उनसे इन-कैमरा पूछताछ की गई. बुधवार को उनसे उनकी यंग इंडिया हिस्सेदारी से जुड़े डॉक्यूमेंट के आधार पर करीब 35 सवाल पूछे गए. ई़डी के सूत्रों के मुताबिक राहुल गांधी जांच में सहयोग नहीं कर रहे हैं.,"गुरुवार जून 16, 2022 08:12 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
223,राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा?,भारतीय जनता पार्टी ने बुधवार को रॉबर्ट वाड्रा के हवाले से कांग्रेस पार्टी पर ताजा हमला बोला. भारतीय जनता पार्टी के प्रवक्ता संबित पात्रा ने प्रेस कॉन्फ्रेंस कर रॉबर्ट वाड्रा पर कई आरोप लगाए और कांग्रेस अध्यक्ष राहुल गांधी को भी निशाने पर लिया.,"बुधवार फ़रवरी 6, 2019 02:01 PM IST",NDTV News,Money Laundering,Pro BJP,Neutral,"BJP ने बोला हमला, कांग्रेस अध्यक्ष राहुल गांधी को भी निशाने पर लिया.",
233,राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा?,भारतीय जनता पार्टी ने बुधवार को रॉबर्ट वाड्रा के हवाले से कांग्रेस पार्टी पर ताजा हमला बोला. भारतीय जनता पार्टी के प्रवक्ता संबित पात्रा ने प्रेस कॉन्फ्रेंस कर रॉबर्ट वाड्रा पर कई आरोप लगाए और कांग्रेस अध्यक्ष राहुल गांधी को भी निशाने पर लिया.,"बुधवार फ़रवरी 6, 2019 02:01 PM IST",NDTV News,Money Laundering,,,,
263,राहुल गांधी से 4 सवाल पूछ BJP ने बोला हमला: एक रोडपति से करोड़पति कैसे बन गए रॉबर्ट वाड्रा?,भारतीय जनता पार्टी ने बुधवार को रॉबर्ट वाड्रा के हवाले से कांग्रेस पार्टी पर ताजा हमला बोला. भारतीय जनता पार्टी के प्रवक्ता संबित पात्रा ने प्रेस कॉन्फ्रेंस कर रॉबर्ट वाड्रा पर कई आरोप लगाए और कांग्रेस अध्यक्ष राहुल गांधी को भी निशाने पर लिया.,"बुधवार फ़रवरी 6, 2019 02:01 PM IST",NDTV News,Money Laundering,,,,
90,"राहुल गांधी से ED ने 5वें दिन देर रात तक की पूछताछ, 12 घंटे तक चले सवाल-जवाब",नेशनल हेराल्‍ड केस से संबंधित कथित मनी लांड्रिंग मामले में प्रवर्तन निदेशालय ने मंगलवार को को कांग्रेस के पूर्व अध्‍यक्ष राहुल गांधी से पूछताछ की. राहुल से पूछताछ का यह पांचवां दिन रहा. ईडी के अधिकारियों ने राहुल गांधी से बिना ब्रेक के करीब 10 घंटे तक पूछताछ की.,"बुधवार जून 22, 2022 12:55 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
47,"राहुल गांधी से ED ने तीन घंटे तक की पूछताछ, नरोत्तम मिश्रा बोले-पूरी दाल काली है","राहुल गांधी से ईडी ने तीन घंटे तक पूछताछ की इस दौरान कांग्रेस नेताओं ने ईडी ऑफिस के सामने प्रदर्शन किया, जिस पर नरोत्तम मिश्रा निशाना साधा. उन्होंने कहा कि राहुल गांधी को आखिर किस बात का डर लग रहा है. ","Jun 13,2022, 15:44 PM IST",ZEE News,Money Laundering,,,,
96,"राहुल गांधी से ED ने लगातार दूसरे दिन की 10 घंटे पूछताछ, बुधवार को फिर किया तलब",प्रवर्तन निदेशालय (ईडी) ने कांग्रेस नेता राहुल गांधी (Rahul Gandhi) को नेशनल हेराल्ड (National Herald) से जुड़े धनशोधन मामले (Money laundering case) में पूछताछ के लिए लगातार तीसरे दिन 15 जून को तलब किया है.,"मंगलवार जून 14, 2022 11:31 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
17,"रेवाड़ी में पिता की शर्मनाक करतूत, 10-12 साल के बेटा-बेटी को बनाया हवस का शिकार",रेवाड़ी में एक कलयुगी पिता की घिनौनी करतूत सामने आई है. जहाँ आरोपी पिता ने अपने 10 साल के बेटे और 12 साल की बेटी को हवस का शिकार बनाया है.,"Sep 8,2022, 7:53 AM IST",ZEE News,Money Laundering,,,,
221,रॉबर्ट वाड्रा का वह मेल जिसको लेकर ED उनसे कर रहा है पूछताछ,मनी लॉन्ड्रिग केस (Money Laundering Case) में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय (ED) पूछताछ कर रहा है. ईडी के पास ई मेल की कॉपी है जिसके बारे में उनसे पूछताछ हो रही है. सूत्रों के मुताबिक वाड्रा को सुमित चड्ढा ने एक मेल किया था जिसमें लंदन की प्रॉपर्टी का ज़िक्र है. इस मेल में वाड्रा से प्रॉपर्टी में होने वाले काम का भी ज़िक्र है.,"गुरुवार फ़रवरी 7, 2019 05:21 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
231,रॉबर्ट वाड्रा का वह मेल जिसको लेकर ED उनसे कर रहा है पूछताछ,मनी लॉन्ड्रिग केस (Money Laundering Case) में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय (ED) पूछताछ कर रहा है. ईडी के पास ई मेल की कॉपी है जिसके बारे में उनसे पूछताछ हो रही है. सूत्रों के मुताबिक वाड्रा को सुमित चड्ढा ने एक मेल किया था जिसमें लंदन की प्रॉपर्टी का ज़िक्र है. इस मेल में वाड्रा से प्रॉपर्टी में होने वाले काम का भी ज़िक्र है.,"गुरुवार फ़रवरी 7, 2019 05:21 PM IST",NDTV News,Money Laundering,,,,
261,रॉबर्ट वाड्रा का वह मेल जिसको लेकर ED उनसे कर रहा है पूछताछ,मनी लॉन्ड्रिग केस (Money Laundering Case) में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय (ED) पूछताछ कर रहा है. ईडी के पास ई मेल की कॉपी है जिसके बारे में उनसे पूछताछ हो रही है. सूत्रों के मुताबिक वाड्रा को सुमित चड्ढा ने एक मेल किया था जिसमें लंदन की प्रॉपर्टी का ज़िक्र है. इस मेल में वाड्रा से प्रॉपर्टी में होने वाले काम का भी ज़िक्र है.,"गुरुवार फ़रवरी 7, 2019 05:21 PM IST",NDTV News,Money Laundering,,,,
222,"रॉबर्ट वाड्रा को अब पूछताछ के लिए शनिवार को बुलाया गया, शुक्रवार को नहीं होगी पूछताछ",मनी लॉन्ड्रिग केस (Money Laundering Case) के मामले में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय आज भी पूछताछ कर रहा है,"गुरुवार फ़रवरी 7, 2019 11:48 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
232,"रॉबर्ट वाड्रा को अब पूछताछ के लिए शनिवार को बुलाया गया, शुक्रवार को नहीं होगी पूछताछ",मनी लॉन्ड्रिग केस (Money Laundering Case) के मामले में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय आज भी पूछताछ कर रहा है,"गुरुवार फ़रवरी 7, 2019 11:48 PM IST",NDTV News,Money Laundering,,,,
262,"रॉबर्ट वाड्रा को अब पूछताछ के लिए शनिवार को बुलाया गया, शुक्रवार को नहीं होगी पूछताछ",मनी लॉन्ड्रिग केस (Money Laundering Case) के मामले में रॉबर्ट वाड्रा (Robert Vadra) से प्रवर्तन निदेशालय आज भी पूछताछ कर रहा है,"गुरुवार फ़रवरी 7, 2019 11:48 PM IST",NDTV News,Money Laundering,,,,
209,"रॉबर्ट वाड्रा को मिली विदेश यात्रा की इजाजत, लेकिन वापस आते ही अदालत को देनी होगी खबर",दिल्ली की एक अदालत ने शुक्रवार को कांग्रेस प्रमुख सोनिया गांधी के दामाद रॉबर्ट वाड्रा को कारोबारी उद्देश्य के लिए विदेश यात्रा की इजाजत दी. अदालत ने कहा कि ईडी की इस आशंका का कोई आधार नहीं है कि वह सबूतों से छेड़छाड़ कर सकते हैं.,"शुक्रवार सितम्बर 13, 2019 11:50 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
212,रॉबर्ट वाड्रा ने अदालत से मांगी स्पेन और अन्य यूरोपीय देश जाने की इजाजत,मनी लॉन्ड्रिंग के आरोपों में फंसे कांग्रेस अध्यक्ष सोनिया गांधी के दामाद रॉबर्ट वाड्रा ने सोमवार को दिल्ली की एक अदालत से स्पेन और अन्य यूरोपीय देश जाने की अनुमति मांगी है.,"सोमवार सितम्बर 9, 2019 08:00 PM IST",NDTV News,Money Laundering,Neutral,Neutral,,
224,"रॉबर्ट वाड्रा से पूछताछ का पहला दिन: 5 घंटे, 40 सवालों की बौछार, फिर भी आरोपों से इनकार, आज फिर बुलाया गया",कांग्रेस नेता सोनिया गांधी के दामाद रॉबर्ट वाड्रा (Robert Vadra) से ईडी दफ्तर में मनी लॉन्डरिंग से जुड़े मामले (Money Laundering Case) में पूछताछ खत्म हो गई है. रॉबर्ट वाड्रा को उनकी पत्नी और कांग्रेस नेता प्रियंका गांधी ईडी दफ्तर छोड़ने गईं थीं.,"गुरुवार फ़रवरी 7, 2019 11:11 AM IST",NDTV News,Money Laundering,Neutral,Neutral,,
234,"रॉबर्ट वाड्रा से पूछताछ का पहला दिन: 5 घंटे, 40 सवालों की बौछार, फिर भी आरोपों से इनकार, आज फिर बुलाया गया",कांग्रेस नेता सोनिया गांधी के दामाद रॉबर्ट वाड्रा (Robert Vadra) से ईडी दफ्तर में मनी लॉन्डरिंग से जुड़े मामले (Money Laundering Case) में पूछताछ खत्म हो गई है. रॉबर्ट वाड्रा को उनकी पत्नी और कांग्रेस नेता प्रियंका गांधी ईडी दफ्तर छोड़ने गईं थीं.,"गुरुवार फ़रवरी 7, 2019 11:11 AM IST",NDTV News,Money Laundering,,,,
264,"रॉबर्ट वाड्रा से पूछताछ का पहला दिन: 5 घंटे, 40 सवालों की बौछार, फिर भी आरोपों से इनकार, आज फिर बुलाया गया",कांग्रेस नेता सोनिया गांधी के दामाद रॉबर्ट वाड्रा (Robert Vadra) से ईडी दफ्तर में मनी लॉन्डरिंग से जुड़े मामले (Money Laundering Case) में पूछताछ खत्म हो गई है. रॉबर्ट वाड्रा को उनकी पत्नी और कांग्रेस नेता प्रियंका गांधी ईडी दफ्तर छोड़ने गईं थीं.,"गुरुवार फ़रवरी 7, 2019 11:11 AM IST",NDTV News,Money Laundering,,,,
158,लगता है EC नहीं ED कर रही है चुनाव का ऐलान' : उमर अब्दुल्ला से पूछताछ पर पार्टी का तंज,"उमर अब्दुल्ला से पूछताछ पर उनकी पार्टी का बयान सामने आया है. पार्टी ने कहा कि दिल्ली उमर अब्दुल्ला का स्थानीय ठिकाना नहीं है. रमजान का महीना चल रहा है, लेकिन इसके बाद भी उन्होंने पूछताछ की तारीख आगे बढ़ाने की कोशिश नहीं की.","गुरुवार अप्रैल 7, 2022 11:15 PM IST",NDTV News,Money Laundering,,,,
